,year,city,population
4740,1998,בית אורן,-
4741,1998,בית אל,-
4742,1998,בית אלעזרי,-
4743,1998,בית אלפא,-
4744,1998,בית אריה,-
4745,1998,בית ברל,-
4746,1998,בית גוברין,-
4747,1998,בית גמליאל,-
4748,1998,בית ג'ן,-
4749,1998,בית דגן,-
4750,1998,בית הגדי,-
4751,1998,בית הלוי,-
4752,1998,בית הלל,-
4753,1998,בית העמק,-
4754,1998,בית הערבה,-
4755,1998,בית השיטה,-
4756,1998,בית זיד,-
4757,1998,בית זית,-
4758,1998,בית זרע,-
4759,1998,בית חולים פוריה,-
4760,1998,בית חורון,-
4761,1998,בית חלקיה,-
4762,1998,בית חנן,-
4763,1998,בית חנניה,-
4764,1998,בית חרות,-
4765,1998,בית חשמונאי,-
4766,1998,בית יהושע,-
4767,1998,בית יוסף,-
4768,1998,בית ינאי,-
4769,1998,בית יצחק-שער חפר,-
4770,1998,בית לחם הגלילית,-
4771,1998,בית מאיר,-
4772,1998,בית נחמיה,-
4773,1998,בית ניר,-
4774,1998,בית נקופה,-
4775,1998,בית עובד,-
4776,1998,בית עוזיאל,-
4777,1998,בית עזרא,-
4778,1998,בית עריף,-
4779,1998,בית צבי,-
4780,1998,בית קמה,-
4781,1998,בית קשת,-
4782,1998,בית רבן,-
4783,1998,בית רימון,-
4784,1998,בית שאן,-
4785,1998,בית שמש,-
4786,1998,בית שערים,-
4787,1998,בית שקמה,-
4788,1998,ביתן אהרן,-
4789,1998,ביתר עילית,-
4790,1998,בלפוריה,-
4791,1998,בן זכאי,-
4792,1998,בן עמי,-
4793,1998,בן שמן (כפר נוער),-
4794,1998,בן שמן (מושב),-
4795,1998,בן שמן (שיכון),-
4796,1998,בני ברק,-
4797,1998,בני דרום,-
4798,1998,בני דרור,-
4799,1998,בני יהודה,-
4800,1998,בני עטרות,-
4801,1997,אבו גוש,-
4802,1997,אבו סנאן,-
4803,1997,אבטין,-
4804,1997,אבטליון,-
4805,1997,אביאל,-
4806,1997,אביבים,-
4807,1997,אביגדור,-
4808,1997,אביחיל,-
4809,1997,אביטל,-
4810,1997,אביעזר,-
4811,1997,אבירים,-
4812,1997,אבן יהודה,-
4813,1997,אבן יצחק (גלעד),-
4814,1997,אבן מנחם,-
4815,1997,אבן ספיר,-
4816,1997,אבן שמואל,-
4817,1997,אבני איתן,-
4818,1997,אבני חפץ,-
4819,1997,אבשלום,-
4820,1997,אדורה,-
4821,1997,אדירים,-
4822,1997,אדמית,-
4823,1997,אדרת,-
4824,1997,אודים,-
4825,1997,אודם,-
4826,1997,אוהד,-
4827,1997,אוהלו,-
4828,1997,אום אל-גנם,-
4829,1997,אום אל-פחם,-
4830,1997,אום אל-קוטוף,-
4831,1997,אומן,-
4832,1997,אומץ,-
4833,1997,אופקים,-
4834,1997,אור הגנוז,-
4835,1997,אור הנר,-
4836,1997,אור יהודה,-
4837,1997,אור עקיבא,-
4838,1997,אורה,-
4839,1997,אורון,-
4840,1997,אורות,-
4841,1997,אורטל,-
4842,1997,אורים,-
4843,1997,אורנים,-
4844,1997,אורנית,-
4845,1997,אושה,-
4846,1997,אזור,-
4847,1997,אזור תעשייה אכזיב (מילואות),-
4848,1997,אזור תעשייה נעמן (מילואות),-
4849,1997,אחווה,-
4850,1997,אחוזם,-
4851,1997,אחיהוד,-
4852,1997,אחיטוב,-
4853,1997,אחיסמך,-
4854,1997,אחיעזר,-
4855,1997,איבים,-
4856,1997,אייל,-
4857,1997,איילת השחר,-
4858,1997,אילון,-
4859,1997,אילון תבור*,-
4860,1997,אילות,-
4861,1997,אילניה,-
4862,1997,אילת,-
4863,1997,איתמר,-
4864,1997,איתן,-
4865,1997,איתנים,-
4866,1997,אכסאל,-
4867,1997,אל -עריאן,-
4868,1997,אל -רום,-
4869,1997,אלומה,-
4870,1997,אלומות,-
4871,1997,אלון הגליל,-
4872,1997,אלון מורה,-
4873,1997,אלון שבות,-
4874,1997,אלוני אבא,-
4875,1997,אלוני הבשן,-
4876,1997,אלוני יצחק,-
4877,1997,אלונים,-
4878,1997,אלי סיני,-
4879,1997,אלי על,-
4880,1997,אליכין,-
4881,1997,אליפז,-
4882,1997,אליפלט,-
4883,1997,אליקים,-
4884,1997,אלישיב,-
4885,1997,אלישמע,-
4886,1997,אלמגור,-
4887,1997,אלמוג,-
4888,1997,אלעזר,-
4889,1997,אלפי מנשה,-
4890,1997,אלקוש,-
4891,1997,אלקנה,-
4892,1997,אמונים,-
4893,1997,אמירים,-
4894,1997,אמנון,-
4895,1997,אמציה,-
4896,1997,אניעם,-
4897,1997,אספר,-
4898,1997,אעבלין,-
4899,1997,אפיק,-
4900,1997,אפיקים,-
4901,1997,אפעל-בית אבות,-
4902,1997,אפעל-מרכז סמינריוני,-
4903,1997,אפק,-
4904,1997,אפרתה,-
4905,1997,ארבל,-
4906,1997,ארגמן,-
4907,1997,ארז,-
4908,1997,אריאל,-
4909,1997,ארסוף,-
4910,1997,אשבול,-
4911,1997,אשדוד,-
4912,1997,אשדות יעקב (איחוד),-
4913,1997,אשדות יעקב (מאוחד),-
4914,1997,אשחר,-
4915,1997,אשכולות,-
4916,1997,אשל הנשיא,-
4917,1997,אשלים,-
4918,1997,אשקלון,-
4919,1997,אשרת,-
4920,1997,אשתאול,-
4921,1997,אתגר,-
4922,1997,באקה אל-גרביה,-
4923,1997,באר אורה,-
4924,1997,באר טוביה,-
4925,1997,באר יעקב,-
4926,1997,באר שבע,-
4927,1997,בארות יצחק,-
4928,1997,בארותיים,-
4929,1997,בארי,-
4930,1997,בדולח,-
4931,1997,בוסתן הגליל,-
4932,1997,בועיינה-נוג'ידאת,-
4933,1997,בוקעאתא,-
4934,1997,בורגתה,-
4935,1997,בחן,-
4936,1997,בטחה,-
4937,1997,"בי""ס אזורי מקיף (אשר)",-
4938,1997,ביצרון,-
4939,1997,ביר אל-מכסור,-
4940,1997,ביריה,-
4941,1997,בית אורן,-
4942,1997,בית אל,-
4943,1997,בית אל ב'*,-
4944,1997,בית אלעזרי,-
4945,1997,בית אלפא,-
4946,1997,בית אריה,-
4947,1997,בית ברל,-
4948,1997,בית גוברין,-
4949,1997,בית גמליאל,-
4950,1997,בית ג'ן,-
4951,1997,בית דגן,-
4952,1997,בית הגדי,-
4953,1997,בית הלוי,-
4954,1997,בית הלל,-
4955,1997,בית העמק,-
4956,1997,בית הערבה,-
4957,1997,בית השיטה,-
4958,1997,בית זיד,-
4959,1997,בית זית,-
4960,1997,בית זרע,-
4961,1997,בית חולים פוריה,-
4962,1997,בית חורון,-
4963,1997,בית חלקיה,-
4964,1997,בית חנן,-
4965,1997,בית חנניה,-
4966,1997,בית חרות,-
4967,1997,בית חשמונאי,-
4968,1997,בית יהושע,-
4969,1997,בית יוסף,-
4970,1997,בית ינאי,-
4971,1997,בית יצחק-שער חפר,-
4972,1997,בית לחם הגלילית,-
4973,1997,בית מאיר,-
4974,1997,בית נחמיה,-
4975,1997,בית ניר,-
4976,1997,בית נקופה,-
4977,1997,בית עובד,-
4978,1997,בית עוזיאל,-
4979,1997,בית עזרא,-
4980,1997,בית עריף,-
4981,1997,בית צבי,-
4982,1997,בית קמה,-
4983,1997,בית קשת,-
4984,1997,בית רבן,-
4985,1997,בית רימון,-
4986,1997,בית שאן,-
4987,1997,בית שמש,-
4988,1997,בית שערים,-
4989,1997,בית שקמה,-
4990,1997,ביתן אהרן,-
4991,1997,ביתר עילית,-
4992,1997,בלפוריה,-
4993,1997,בן זכאי,-
4994,1997,בן עמי,-
4995,1997,בן שמן (כפר נוער),-
4996,1997,בן שמן (מושב),-
4997,1997,בן שמן (שיכון),-
4998,1997,בני ברק,-
4999,1997,בני דרום,-
5000,1997,בני דרור,-
